mm_4_75;mm_2;mm_1;fundo;peso_massa;data;produto;lote;ton;turno;box_consumo;aditivo;mm_4_75_perc;mm_2_perc;mm_1_perc;fundo_perc;linha
15.35;311.09;9.24;1.01;334.91;2025-01-11;MAP-12-52;363;36;B;AZ-07-A;NAO;4.56;92.40;2.74;0.30;BAG MOVEL
14.33;309.10;8.25;1.03;335.30;2025-01-11;MAP-12-52;364;50;B;AZ-07-A;NAO;4.31;92.90;2.48;0.31;BAG MOVEL
15.33;310.08;8.59;1.06;335.79;2025-01-11;MAP-12-52;365;50;B;AZ-07-A;NAO;4.58;92.54;2.56;0.32;BAG MOVEL
3.52;279.89;6.71;1.26;290.77;2025-01-13;MAP-12-52;366;50;A;BOX-03/05/09;NAO;1.21;96.06;2.30;0.43;BAG MOVEL
3.32;317.63;5.82;0.97;328.64;2025-01-13;MAP-12-52;367;25;A;AZ-07-A;NAO;1.01;96.92;1.78;0.30;BAG MOVEL
10.33;319.84;4.47;0.97;334.26;2025-01-13;MAP-12-52;368;40;B;AZ-07-A;NAO;3.08;95.30;1.33;0.29;BAG MOVEL
3.71;289.38;0.41;1.04;292.90;2025-01-14;MAP-12-52;369;50;A;AZ-07-A;NAO;1.26;98.25;0.14;0.35;BAG MOVEL
9.96;324.51;3.86;1.21;334.78;2025-01-14;MAP-12-52;371;50;B;AZ-07-A;NAO;2.93;95.57;1.14;0.36;BAG MOVEL
8.98;325.49;4.73;1.26;335.22;2025-01-14;MAP-12-52;372;40;B;AZ-07-A;NAO;2.64;95.60;1.39;0.37;BAG MOVEL
3.69;308.67;5.53;1.15;316.11;2025-01-15;MAP-12-52;375;25;A;AZ-07-A;NAO;1.16;96.75;1.73;0.36;BAG MOVEL
3.84;308.35;5.72;1.28;317.50;2025-01-15;MAP-12-52;376;50;A;AZ-07-A;NAO;1.20;96.60;1.79;0.40;BAG MOVEL
6.90;319.28;7.59;1.11;335.33;2025-01-21;UREIA;321;37;B;AZ-03-B;NAO;2.06;95.34;2.27;0.33;BAG MOVEL
4.14;306.66;8.48;1.20;317.17;2024-12-30;UREIA;200;49;A;AZ-02;NÃO;1.29;95.69;2.65;0.37;BAG MOVEL
12.96;313.41;8.76;1.10;335.01;2024-12-27;UREIA;134;50;B;AZ-07-B;NÃO;3.85;93.21;2.61;0.33;BAG MOVEL
10.90;312.84;10.47;1.55;335.47;2024-12-27;UREIA;135;50;B;AZ-07-B;NÃO;3.25;93.17;3.12;0.46;BAG MOVEL
8.09;315.73;6.29;1.66;334.42;2025-01-21;UREIA;322;50;B;AZ-03-B;NAO;2.44;95.17;1.90;0.50;BAG MOVEL
7.10;316.72;7.24;1.62;334.68;2025-01-21;UREIA;323;50;B;AZ-03-B;NAO;2.13;95.20;2.18;0.49;BAG MOVEL
20.30;307.99;6.23;1.18;334.74;2025-01-21;20-00-20;520;48;B;BOX-03/08/10;NAO;6.05;91.74;1.86;0.35;BAG MOVEL
31.19;299.93;3.63;1.32;335.49;2025-01-22;20-00-20;309;50;B;BOX-03/05/10;NAO;9.28;89.25;1.08;0.39;BAG MOVEL
7.13;309.03;14.59;1.36;334.80;2025-01-25;UREIA;380;37;B;AZ-04-A;NAO;2.15;93.05;4.39;0.41;BAG MOVEL
8.13;309.01;14.50;1.38;335.21;2025-01-25;UREIA;381;49;B;AZ-04-A;NAO;2.44;92.79;4.35;0.41;BAG MOVEL
6.36;308.12;13.61;1.46;334.75;2025-01-25;UREIA;382;50;B;AZ-04-A;NAO;1.93;93.50;4.13;0.44;BAG MOVEL
8.05;308.03;13.08;1.68;335.37;2025-01-25;UREIA;383;50;B;AZ-04-A;NAO;2.43;93.11;3.95;0.51;BAG MOVEL
0.82;261.48;46.84;1.61;311.87;2025-01-27;UREIA;384;49;A;AZ-07-B;NAO;0.26;84.14;15.07;0.52;BAG MOVEL
0.75;261.25;46.72;1.34;311.08;2025-01-27;UREIA;385;50;A;AZ-07-B;NAO;0.24;84.26;15.07;0.43;BAG MOVEL
6.05;292.76;34.94;0.88;334.38;2025-01-27;UREIA;386;50;B;AZ-4-A;NAO;1.81;87.49;10.44;0.26;BAG MOVEL
6.03;291.77;33.96;1.31;335.30;2025-01-27;UREIA;387;40;B;AZ-04-A;NAO;1.81;87.60;10.20;0.39;BAG MOVEL
4.65;239.76;60.18;1.18;307.36;2025-01-28;UREIA;388;50;A;AZ-04-A;NAO;1.52;78.24;19.64;0.60;BAG MOVEL
6.3;319.66;8.38;1.33;334.68;2025-01-28;UREIA;583;36;B;AZ-04-A;NAO;1.80;95.31;2.50;0.40;BAG MOVEL
7.45;318.91;8.40;139;335.46;2025-01-28;UREIA;389;50;B;AZ-04-A;NAO;2.22;94.87;2.50;0.41;BAG MOVEL
2.31;268.05;13.31;1.53;294.90;2025-01-29;UREIA;590;50;C;AZ-06-B;NAO;0.81;93.99;4.67;0.54;BAG MOVEL
1.32;281.54;13.25;1.32;301.49;2025-01-29;UREIA;616;45;C;AZ-06-B;NAO;0.44;94.66;4.45;0.44;BAG MOVEL
3.52;283.04;6.08;1.01;308.80;2025-01-29;UREIA;617;36;C;AZ-06-B;NAO;1.20;96.39;2.07;0.34;BAG MOVEL
9.05;303.60;2.31;1.20;335.46;2025-02-03;UREIA;398;49;B;AZ-04-A;NAO;2.86;96.03;0.73;0.38;BAG MOVEL
2.63;281.84;13.28;1.16;305.89;2025-01-29;UREIA;618;46;C;AZ-06-B;NAO;0.88;94.29;4.44;0.39;BAG MOVEL
3.63;283.13;6.23;1.13;309.32;2025-01-29;UREIA;390;46;C;AZ-04-A;NAO;1.23;96.26;2.12;0.38;BAG MOVEL
6.85;284.76;0.93;1.02;305.57;2025-02-04;21.00.21;701;50;A;AZ-03-B;NAO;2.33;97.00;0.32;0.35;BAG MOVEL
7.68;312.90;3.31;1.04;335.58;2025-02-04;21.00.21;710;50;B;AZ-03-B;NAO;2.36;96.30;1.02;0.32;BAG MOVEL
7.29;309.72;5.98;1.42;334.27;2025-01-30;UREIA;634;45;B;AZ-04-A;NAO;2.25;95.47;1.84;0.44;BAG MOVEL
6.31;308.74;5.08;1.45;335.03;2025-01-30;UREIA;635;49;B;AZ-04-A;NAO;1.96;96.01;1.58;0.45;BAG MOVEL
7.25;307.75;5.06;1.47;335.03;2025-01-30;UREIA;638;48;B;AZ-04-A;NAO;2.25;95.71;1.57;0.46;BAG MOVEL
7.49;307.49;7.89;1.72;334.41;2025-01-30;UREIA;391;50;B;AZ-04-A;NAO;2.31;94.73;2.43;0.53;BAG MOVEL
2.59;294.78;1.73;1.07;309.71;2025-01-31;UREIA;642;50;A;AZ-06-B;NAO;0.86;98.20;0.58;0.36;BAG MOVEL
1.60;293.30;2.82;1.46;304.25;2025-01-31;UREIA;649;37;A;AZ-06-B;NAO;0.53;98.03;0.94;0.49;BAG MOVEL
6.53;310.07;4.21;1.00;335.89;2025-02-05;21.00.21;740;50;B;AZ-03-B;NAO;2.03;96.35;1.31;0.31;BAG MOVEL
7.51;310.04;4.20;1.10;335.74;2025-02-05;21.00.21;744;34;B;AZ-03-B;NAO;2.33;96.03;1.30;0.34;BAG MOVEL
9.01;304.61;1.41;1.30;335.00;2025-02-03;UREIA;399;37;B;AZ-04-A;NAO;2.85;96.30;0.45;0.41;BAG MOVEL
14.00;312.58;6.18;1.21;334.24;2025-01-27;SAM 21;392;32;B;AZ-04-A;NAO;4.19;93.60;1.85;0.36;BAG MOVEL
12.23;306.85;3.90;1.10;334.84;2025-01-28;SAM 21;535;11;B;AZ-3;NAO;3.77;94.68;1.20;0.34;BAG MOVEL
14.5;312.98;5.97;3.86;336.98;2024-10-21;SAM 21;140;50;A;10;NÃO;4.30;92.78;1.77;1.15;MAQUINARIO
18.61;353.96;3.31;1.77;340.14;2024-10-21;SAM 21;141;50;A;10;NÃO;4.93;93.73;0.88;0.47;MAQUINARIO
20.23;308.21;2.59;1.12;331.35;2024-10-21;SAM 21;142;50;A;10;NÃO;6.09;92.79;0.78;0.34;MAQUINARIO
21.55;314.47;1.35;1.48;334.3;2024-10-21;SAM 21;143;50;A;10;NÃO;3.20;46.73;0.41;0.22;MAQUINARIO
13.03;311.24;13.05;6.41;334.25;2024-10-28;SAM 21;163;50;B;10;NÃO;3.79;90.55;3.80;1.86;MAQUINARIO
21.17;314.47;5.82;2.26;334.41;2024-10-28;SAM 21;165;50;B;10;NÃO;6.16;91.49;1.69;0.66;MAQUINARIO
18.25;318.44;4.95;1.88;334.67;2024-10-28;SAM 21;166;50;B;10;NÃO;5.31;92.70;1.44;0.55;MAQUINARIO
7.46;314.16;3.34;1.09;318.56;2024-10-29;SAM 21;167;50;A;10;NÃO;2.29;96.35;1.02;0.33;MAQUINARIO
7.65;314.82;3.61;1.25;331.55;2024-10-29;SAM 21;168;50;A;10;NÃO;2.45;96.68;1.35;0.36;MAQUINARIO
15.84;314.97;8.32;3.05;334.71;2024-10-29;SAM 21;169;50;A;10;NÃO;4.63;92.05;2.43;0.89;MAQUINARIO
14.05;311.48;11.54;4.89;333.94;2024-10-29;SAM 21;170;50;A;10;NÃO;4.11;91.09;3.37;1.43;MAQUINARIO
13.74;325.28;3.84;1.2;335.26;2024-10-29;SAM 21;171;50;A;10;NÃO;3.99;94.54;1.12;0.35;MAQUINARIO
14.94;323.67;3.76;1.17;334.78;2024-10-29;SAM 21;172;50;A;10;NÃO;4.35;94.22;1.09;0.34;MAQUINARIO
20.27;318.1;3.87;1.26;334.4;2024-10-29;SAM 21;173;50;A;10;NÃO;5.90;92.61;1.13;0.37;MAQUINARIO
21.57;317.6;3.77;1.11;334.72;2024-10-29;SAM 21;174;50;A;10;NÃO;6.27;92.31;1.10;0.32;MAQUINARIO
6.43;295.33;3.52;1.47;309.07;2024-10-30;SAM 21;175;50;A;10;NÃO;5.19;93.24;1.11;0.46;MAQUINARIO
6.35;295.1;3.45;1.37;302.92;2024-10-30;SAM 21;176;50;A;10;NÃO;5.10;93.05;1.07;0.44;MAQUINARIO
24.06;334.94;1.38;1.29;355.92;2024-10-30;SAM 21;177;50;A;10;NÃO;6.65;92.61;0.38;0.36;MAQUINARIO
24.08;335.01;1.41;1.34;356.24;2024-10-30;SAM 21;178;50;A;10;NÃO;6.70;92.73;0.41;0.37;MAQUINARIO
15.43;318.61;4.32;1.24;331.21;2024-11-01;SAM 21;179;50;A;10;NÃO;4.54;93.82;1.27;0.37;MAQUINARIO
14.98;301.62;4.08;1.15;314.45;2024-11-01;SAM 21;180;50;A;10;NÃO;4.65;93.72;1.27;0.36;MAQUINARIO
28.05;292.15;5.68;2.05;340.28;2024-11-01;SAM 21;4;15;A;09;NÃO;9.25;90.15;1.83;0.54;MAQUINARIO
23.9;313.69;4.5;0.84;334.83;2024-11-01;SAM 21;181;50;B;10;NÃO;6.97;91.47;1.31;0.24;MAQUINARIO
24.97;311.95;4.59;1.05;335.02;2024-11-01;SAM 21;182;50;B;10;NÃO;7.29;91.06;1.34;0.31;MAQUINARIO
25.4;312.3;4.46;1.73;335.47;2024-11-01;SAM 21;183;50;B;10;NÃO;7.39;90.81;1.30;0.50;MAQUINARIO
22.39;281.24;4.63;1.44;300.71;2024-11-02;SAM 21;184;50;A;10;NÃO;7.23;90.81;1.49;0.46;MAQUINARIO
19.1;322.15;4.11;1.22;337.37;2024-11-02;SAM 21;185;50;A;10;NÃO;5.51;92.95;1.19;0.35;MAQUINARIO
18.22;308.29;10.32;3.81;332.26;2024-11-02;SAM 21;186;50;A;AZ7 - B;NÃO;5.35;90.50;3.03;1.12;MAQUINARIO
26.9;312.57;4.99;1.12;337.15;2024-11-04;SAM 21;187;50;B;10;NÃO;7.78;90.45;1.44;0.32;MAQUINARIO
27.28;312.32;4.3;1.09;334.95;2024-11-04;SAM 21;188;50;B;10;NÃO;7.91;90.53;1.25;0.32;MAQUINARIO
18.03;305.71;15.2;7.96;332.31;2024-11-04;SAM 21;189;50;B;10;NÃO;5.20;88.13;4.38;2.29;MAQUINARIO
18.02;301.87;16.57;9.57;333.5;2024-11-04;SAM 21;190;31;B;10;NÃO;5.21;87.24;4.79;2.77;MAQUINARIO
20.29;315.18;10.05;2.24;334.79;2024-11-04;SAM 21;191;50;B;10;NÃO;5.83;90.63;2.89;0.64;MAQUINARIO
18.7;317.59;8.54;0.78;334.3;2024-11-04;SAM 21;192;50;B;10;NÃO;5.41;91.89;2.47;0.23;MAQUINARIO
86.02;253.336;3.27;1.12;334.26;2024-11-06;SAM 21;82;50;B;9;NÃO;25.02;73.70;0.95;0.33;MAQUINARIO
29.27;347.07;4.54;1.28;371.28;2024-11-07;SAM 21;214;50;A;BOX - 07;NÃO;7.66;90.82;1.12;0.33;MAQUINARIO
46.4;219.12;4.18;1.62;299.9;2024-11-07;SAM 21;91;38;A;BOX - 09;NÃO;17.10;80.76;1.54;0.60;MAQUINARIO
70.27;233.07;4.02;0.82;301.71;2024-11-07;SAM 21;92;50;A;BOX - 09;NÃO;22.80;75.63;1.30;0.21;MAQUINARIO
48.58;266.73;4.74;0.89;312.05;2024-11-07;SAM 21;93;37;A;BOX - 09;NÃO;15.14;83.11;1.48;0.28;MAQUINARIO
39.24;296.42;6.25;2.38;334.67;2024-11-07;SAM 21;3;37;B;BOX - 09;SIM;11.40;86.10;1.82;0.69;MAQUINARIO
48.3;291.32;4.83;1.3;335.13;2024-11-07;SAM 21;4;32;B;BOX - 09;SIM;13.97;84.26;1.40;0.38;MAQUINARIO
44.26;292.78;6.26;1.01;334.61;2024-11-07;SAM 21;5;37;B;BOX - 09;SIM;12.85;85.03;1.82;0.29;MAQUINARIO
49.79;288.99;4.68;1.45;334.95;2024-11-07;SAM 21;6;33;B;BOX - 09;SIM;14.44;83.79;1.36;0.42;MAQUINARIO
46.54;293.45;4.47;1.63;335.22;2024-11-07;SAM 21;7;30;B;BOX - 09;SIM;13.45;84.79;1.29;0.47;MAQUINARIO
66.27;262.98;9.56;5.51;332.82;2024-11-07;SAM 21;101;50;B;BOX - 09;NÃO;19.25;76.38;2.78;1.60;MAQUINARIO
25.16;315.01;5.1;1.3;334.97;2024-11-07;SAM 21;215;50;B;BOX - 07;NÃO;7.26;90.89;1.47;0.38;MAQUINARIO
49.74;256.9;4.79;1.21;301.64;2024-11-08;SAM 21;12;50;A;BOX-03;SIM;15.91;82.17;1.53;0.39;MAQUINARIO
51.99;285.58;7.71;1.12;310.15;2024-11-08;SAM 21;13;50;A;BOX-03;SIM;15.18;83.34;1.08;0.34;MAQUINARIO
49.3;259.83;3.49;1.16;318.1;2024-11-08;SAM 21;14;50;A;BOX-03;SIM;15.71;82.81;1.11;0.37;MAQUINARIO
49.45;260.01;3.57;1.24;324.4;2024-11-08;SAM 21;15;50;A;BOX-03;SIM;15.82;82.94;1.24;0.38;MAQUINARIO
67.42;273.72;3.81;1.01;334.99;2024-11-08;SAM 21;16;48;B;BOX-03;SIM;19.49;79.12;1.10;0.29;MAQUINARIO
89.06;249.86;5.54;0.76;333.51;2024-11-08;SAM 21;107;50;B;BOX - 09;NÃO;25.80;72.30;1.60;0.22;MAQUINARIO
85.8;254.09;5.82;0.9;334.8;2024-11-08;SAM 21;108;50;B;BOX - 09;NÃO;24.75;73.31;1.68;0.26;MAQUINARIO
67.92;267.54;8.01;2.55;333.51;2024-11-08;SAM 21;109;50;B;BOX - 09;NÃO;19.63;77.32;2.31;0.74;MAQUINARIO
76.54;258.09;8.82;3.22;333.98;2024-11-08;SAM 21;110;50;B;BOX - 09;NÃO;22.08;74.45;2.54;0.93;MAQUINARIO
79.36;260.59;5.78;1.01;332.34;2024-11-08;SAM 21;111;50;B;BOX - 09;NÃO;22.89;75.15;1.67;0.29;MAQUINARIO
100.81;234.48;5.67;1.01;328.71;2024-11-08;SAM 21;112;50;B;BOX-09;NÃO;29.48;68.57;1.06;0.30;MAQUINARIO
63.54;319.74;5.5;1.18;335.36;2024-11-08;SAM 21;216;40;B;BOX-07;NÃO;16.29;81.99;1.41;0.30;MAQUINARIO
42.44;301.29;5.27;1.23;335.33;2024-11-08;SAM 21;217;50;B;BOX-07;NÃO;12.12;86.03;1.50;0.35;MAQUINARIO
31.22;309.65;6.57;0.81;333.62;2024-11-08;SAM 21;218;50;B;BOX-07;NÃO;8.96;88.92;1.89;0.23;MAQUINARIO
36.62;296.22;7.24;1.17;327.22;2024-11-08;SAM 21;219;50;B;BOX-07;NÃO;10.73;86.80;2.12;0.34;MAQUINARIO
26.4;256.63;5.64;1.46;335.32;2024-11-08;SAM 21;220;50;B;BOX-07;NÃO;9.10;88.45;1.94;0.50;MAQUINARIO
33.53;322.99;7.06;1.68;352.56;2024-11-09;SAM 21;17;30;A;BOX -03;SIM;9.18;88.43;1.93;0.46;MAQUINARIO
41.67;227.13;6.48;1.56;264.99;2024-11-09;SAM 21;18;37;A;BOX-03;SIM;15.05;82.04;2.34;0.56;MAQUINARIO
49.14;295.45;6.65;3.58;346.8;2024-11-09;SAM 21;19;37;A;BOX-03;SIM;13.85;83.27;1.87;1.01;MAQUINARIO
24.05;296.06;9.65;4.51;325.5;2024-11-09;SAM 21;221;50;A;BOX-07;NÃO;7.19;88.57;2.89;1.35;MAQUINARIO
34.54;396.54;4.65;1.36;427.33;2024-11-09;SAM 21;222;50;A;BOX-07;NÃO;7.90;90.72;1.06;0.31;MAQUINARIO
32.51;307.52;4.03;1.39;332.56;2024-11-09;SAM 21;223;50;B;BOX-07;NÃO;9.41;89.02;1.17;0.10;MAQUINARIO
29.18;313.46;3.2;1.15;334.01;2024-11-09;SAM 21;224;50;B;BOX-07;NÃO;8.41;90.34;0.92;0.33;MAQUINARIO
32.15;310.48;4.05;1.26;333.01;2024-11-09;SAM 21;225;50;B;BOX-07;NÃO;9.24;89.23;1.16;0.36;MAQUINARIO
51.68;302.7;3.82;1.24;334.66;2024-11-09;SAM 21;20;50;B;BOX-03;SIM;14.38;84.21;1.06;0.34;MAQUINARIO
46.36;297.69;4.29;1.31;335.28;2024-11-09;SAM 21;21;50;B;BOX-03;SIM;13.26;85.14;1.23;0.37;MAQUINARIO
53.95;293.52;5.88;1.75;384.18;2024-11-11;SAM 21;130;51;A;BOX-09;NÃO;15.19;82.66;1.66;0.49;MAQUINARIO
35.29;410.86;5.27;1.14;444.29;2024-11-11;SAM 21;227;50;A;BOX-07;NÃO;7.80;90.79;1.16;0.25;MAQUINARIO
24.19;309.75;6.8;2.82;332.86;2024-11-11;SAM 21;228;50;A;BOX-07;NÃO;7.04;90.16;1.98;0.82;MAQUINARIO
25.54;340.88;4.34;1.52;370.35;2024-11-11;SAM 21;229;50;A;BOX-07;NÃO;6.86;91.57;1.17;0.41;MAQUINARIO
47.6;270.11;5.03;2.31;322.21;2024-11-11;SAM 21;131;50;A;BOX-09;NÃO;14.64;83.10;1.55;0.71;MAQUINARIO
48.2;286.92;4.33;0.98;333.19;2024-11-11;SAM 21;132;50;A;BOX-09;NÃO;14.13;84.13;1.45;0.29;MAQUINARIO
78.55;340.71;4.64;1.98;417.21;2024-11-11;SAM 21;133;50;A;BOX-09;NÃO;18.44;80.00;1.09;0.45;MAQUINARIO
43.86;273.25;4.85;1.36;312.15;2024-11-11;SAM 21;134;50;A;BOX-09;NÃO;13.57;84.51;1.50;0.42;MAQUINARIO
89.37;306.53;6.76;2.6;393.6;2024-11-11;SAM 21;135;50;B;BOX-09;NÃO;22.05;75.64;1.67;0.64;MAQUINARIO
85.39;256.5;4.3;1.61;335.13;2024-11-11;SAM 21;136;48;B;BOX-09;NÃO;24.55;73.75;1.24;0.46;MAQUINARIO
74.85;267.5;3.48;1.28;333.83;2024-11-11;SAM 21;137;48;B;BOX-09;NÃO;21.56;77.06;1.00;0.37;MAQUINARIO
76.84;266.49;4.5;1.28;334.88;2024-11-11;SAM 21;138;48;B;BOX-09;NÃO;22.01;76.33;1.29;0.37;MAQUINARIO
62.07;264.44;6.41;2.59;341.38;2024-11-11;SAM 21;139;48;B;BOX-09;NÃO;18.50;78.82;1.91;0.77;MAQUINARIO
91.05;252.42;3.73;1.38;33476;2024-11-11;SAM 21;140;37;B;BOX-09;NÃO;26.12;72.41;1.07;0.40;MAQUINARIO
79.92;265.51;2.48;1.62;334.66;2024-11-11;SAM 21;141;37;B;BOX-09;NÃO;22.86;75.96;0.71;0.46;MAQUINARIO
68.21;324.19;6.11;2.72;340.45;2024-11-11;SAM 21;232;50;B;BOX-07;NÃO;17.00;80.80;1.52;0.68;MAQUINARIO
47.6;65.43;3.52;0.21;304.12;2024-11-12;SAM 21;145;48;A;BOX-09;NÃO;15.03;83.80;1.11;0.07;MAQUINARIO
64.14;250.94;2.94;0.04;306.44;2024-11-12;SAM 21;150;48;A;BOX-09;NÃO;20.17;78.90;0.92;0.01;MAQUINARIO
49.08;329.12;3.75;0.35;369.84;2024-11-12;SAM 21;151;48;A;BOX-09;NÃO;12.84;86.09;0.98;0.09;MAQUINARIO
78.22;283.49;3.18;0.17;352.47;2024-11-12;SAM 21;152;50;A;BOX-09;NÃO;21.43;77.66;0.87;0.05;MAQUINARIO
74.83;317.74;10.2;0.57;383.15;2024-11-12;SAM 21;153;48;A;BOX-09;NÃO;18.55;78.78;2.53;0.14;MAQUINARIO
29.92;338.29;4.13;0.31;359.21;2024-11-12;SAM 21;234;50;A;AZ-07-B;NÃO;8.03;90.78;1.11;0.08;MAQUINARIO
29.62;305.96;4.24;0.31;326.87;2024-11-12;SAM 21;235;50;A;AZ-07-B;NÃO;8.71;89.95;1.25;0.09;MAQUINARIO
24.1;325.69;5.27;0.84;342.63;2024-11-12;SAM 21;236;50;B;AZ-07-B;NÃO;6.77;91.51;1.98;0.24;MAQUINARIO
42.45;301.92;3.99;1.31;335.38;2024-11-12;SAM 21;22;37;B;BOX-03;SIM;12.14;86.34;1.14;0.37;MAQUINARIO
82.13;261.57;3.94;1.36;334.58;2024-11-12;SAM 21;154;51;B;BOX-09;NÃO;23.53;74.95;1.13;0.39;MAQUINARIO
83.12;259.58;4.93;1.37;334.9;2024-11-12;SAM 21;155;51;B;BOX-09;NÃO;23.82;74.38;1.41;0.39;MAQUINARIO
80.13;261.57;2.94;1.38;335.71;2024-11-12;SAM 21;156;51;B;BOX-09;NÃO;23.16;75.59;0.85;0.40;MAQUINARIO
71;272.42;4.72;1.68;333.79;2024-11-12;SAM 21;157;48;B;BOX-09;NÃO;20.30;77.87;1.35;0.48;MAQUINARIO
78.4;267.26;4.72;1.29;335.34;2024-11-12;SAM 21;158;48;B;BOX-09;NÃO;22.29;76.00;1.34;0.37;MAQUINARIO
68.52;273.76;6.33;1.07;335.08;2024-11-12;SAM 21;159;50;B;BOX-09;NÃO;19.60;78.29;1.81;0.31;MAQUINARIO
72.78;272.29;5.09;1.62;338.29;2024-11-12;SAM 21;160;50;B;BOX-09;NÃO;20.69;77.40;1.45;0.46;MAQUINARIO
38.71;306.99;5.3;1.43;340.93;2024-11-12;SAM 21;241;50;B;AZ-07-B;NÃO;10.98;87.11;1.50;0.41;MAQUINARIO
41.85;295.37;5.5;1.46;332.65;2024-11-12;SAM 21;242;50;B;AZ-07-B;NÃO;12.16;85.82;1.60;0.42;MAQUINARIO
9.56;306.36;2.89;2.24;326.02;2024-11-13;SAM 21;161;50;A;BOX-09 FRENTE;NÃO;3.07;95.34;0.90;0.70;MAQUINARIO
36.55;338.97;2.35;0.18;376.54;2024-11-14;SAM 21;178;48;A;BOX-09-FRENTE;NÃO;9.67;89.66;0.62;0.05;MAQUINARIO
29.64;339.8;2.85;0.31;371.1;2024-11-14;SAM 21;179;50;A;BOX-09 -FRENTE;NÃO;7.95;91.20;0.76;0.08;MAQUINARIO
18.23;319.88;2.36;0.37;391.51;2024-11-14;SAM 21;184;50;A;BOX-09-FRENTE;NÃO;5.35;93.85;0.69;0.11;MAQUINARIO
56.53;477.51;2.3;0.97;335.5;2024-11-14;SAM 21;192;50;B;BOX-09;NÃO;16.76;82.27;0.68;0.29;MAQUINARIO
19.73;397.28;3.49;1.65;321.8;2024-11-15;SAM 21;34;47;A;BOX-03;SIM;6.12;92.28;1.08;0.51;MAQUINARIO
31.38;286.68;1.8;0.11;320.17;2024-11-15;SAM 21;35;47;A;BOX-03;SIM;9.81;89.60;0.56;0.03;MAQUINARIO
22.49;296.44;1.5;0.08;321.23;2024-11-15;SAM 21;193;37;A;BOX-09-FUNDO;NÃO;7.02;92.54;0.47;0.07;MAQUINARIO
20.71;289.42;1.42;0.06;312.06;2024-11-15;SAM 21;194;50;A;BOX-09-FRENTE;NÃO;6.65;92.91;0.46;0.02;MAQUINARIO
24.11;326.6;1.45;0;352.75;2024-11-15;SAM 21;195;50;A;BOX-09-FRENTE;NÃO;6.85;92.74;0.41;0.00;MAQUINARIO
15.36;300.02;1.68;0.03;317.95;2024-11-15;SAM 21;196;50;A;BOX-09-FRENTE;NÃO;4.84;94.62;0.53;0.01;MAQUINARIO
15;296.56;2.52;0.31;315.09;2024-11-15;SAM 21;197;50;A;BOX-09-FRENTE;NÃO;4.77;94.39;0.80;0.10;MAQUINARIO
23.73;311.48;1.69;0.2;338;2024-11-15;SAM 21;198;37;A;BOX-09-FRENTE;NÃO;7.04;92.40;0.50;0.06;MAQUINARIO
22.41;314.17;1.52;0.08;339.17;2024-11-15;SAM 21;199;37;A;BOX-09-FRENTE;NÃO;6.63;92.90;0.45;0.02;MAQUINARIO
28.02;391.35;1.82;0.15;321.8;2024-11-15;SAM 21;200;37;A;BOX-09 FRENTE;NÃO;8.72;90.67;0.57;0.05;MAQUINARIO
34.35;298.14;1.91;1.31;335.44;2024-11-15;SAM 21;201;50;B;BOX-09 FRENTE;NÃO;10.23;88.81;0.57;0.39;MAQUINARIO
33.36;296.16;2.84;1.32;335.9;2024-11-15;SAM 21;202;50;B;BOX-09 FRENTE;NÃO;10.00;88.76;0.85;0.40;MAQUINARIO
34.32;293.3;2.85;1.27;335.1;2024-11-15;SAM 21;203;40;B;BOX-09 FRENTE;NÃO;10.35;88.41;0.86;0.38;MAQUINARIO
33.31;292.29;2.95;1.26;334.41;2024-11-15;SAM 21;204;40;B;BOX-09 FRENTE;NÃO;10.10;88.62;0.89;0.38;MAQUINARIO
41.97;289.97;1.89;1.34;335.13;2024-11-15;SAM 21;205;40;B;BOX-09 FRENTE;NÃO;12.52;86.51;0.56;0.40;MAQUINARIO
13.19;332.72;2.38;0.34;349.32;2024-11-16;SAM 21;216;50;A;BOX-09-FUNDO;NÃO;3.78;95.44;0.68;0.10;MAQUINARIO
22.52;316.19;1.7;0.14;340.9;2024-11-16;SAM 21;223;50;A;BOX-09-FUNDO;NÃO;6.61;92.82;0.50;0.04;MAQUINARIO
16.54;332.72;1.75;0.23;351.41;2024-11-16;SAM 21;224;47;A;BOX-09-FUNDO;NÃO;4.71;94.73;0.50;0.07;MAQUINARIO
14.89;345.39;1.69;0.1;362.2;2024-11-16;SAM 21;225;47;A;BOX-09-FUNDO;NÃO;4.11;95.39;0.47;0.03;MAQUINARIO
16.37;351.86;1.52;0.11;370.19;2024-11-16;SAM 21;226;50;A;BOX-09-FUNDO;NÃO;4.43;95.13;0.41;0.03;MAQUINARIO
33.87;298.77;2.1;1.25;335.46;2024-11-16;SAM 21;227;37;B;BOX-09-FRENTE;NÃO;10.08;88.92;0.63;0.37;MAQUINARIO
21.42;311.83;1.65;0.94;335.4;2024-11-16;SAM 21;228;50;B;BOX-09-FRENTE;NÃO;6.38;92.85;0.49;0.28;MAQUINARIO
