mm_4_75;mm_2;mm_1;fundo;peso_massa;data;produto;lote;ton;turno;box_consumo;aditivo;mm_4_75_perc;mm_2_perc;mm_1_perc;fundo_perc;linha
42.88;263.1;1.18;2.8;310.9;2024-09-18;SAM 20.5;17;50;A;08/10;NÃO;13.83;84.88;0.38;0.90;MAQUINARIO
43.26;281.94;0.67;0.77;327.61;2024-09-18;SAM 20.5;18;50;A;08/10;NÃO;13.24;86.32;0.21;0.24;MAQUINARIO
37.72;298.85;1.4;2.86;311.98;2024-09-18;SAM 20.5;19;50;A;08/10;NÃO;11.07;87.68;0.41;0.84;MAQUINARIO
40.95;263.89;1.12;0.99;307.17;2024-09-18;SAM 20.5;20;50;A;08/10;NÃO;13.34;85.97;0.36;0.32;MAQUINARIO
23.89;298.07;0.63;1.42;315.58;2024-09-18;SAM 20.5;21;50;A;08/10;NÃO;7.37;91.99;0.19;0.44;MAQUINARIO
27.38;267.76;0.35;1.06;294.78;2024-09-18;SAM 20.5;22;50;A;08/10;NÃO;9.23;90.29;0.12;0.36;MAQUINARIO
30.72;274.03;1.83;3.27;307.98;2024-09-18;SAM 20.5;23;50;A;08/10;NÃO;9.91;88.44;0.59;1.06;MAQUINARIO
31.24;245.41;1.66;3.9;280.62;2024-09-18;SAM 20.5;24;50;A;08/10;NÃO;11.07;86.96;0.59;0.38;MAQUINARIO
40.07;313.04;6.23;1.08;335.81;2024-11-07;33-00;100;40;B;02/09;SIM;11.12;86.85;1.73;0.30;MAQUINARIO
44.79;264.76;1.12;1.63;311.74;2024-09-19;SAM 20.5;25;50;A;08/10;NÃO;14.34;84.78;0.36;0.52;MAQUINARIO
25.42;310.83;1.58;1.1;309.68;2024-09-19;SAM 20.5;26;50;A;08/10;NÃO;3.78;93.25;0.37;0.35;MAQUINARIO
16.5;283.66;0.86;0.76;293.26;2024-09-19;SAM 20.5;27;50;A;08/10;NÃO;5.47;94.00;0.28;0.25;MAQUINARIO
12.56;254.17;0.77;1.45;302.09;2024-09-19;SAM 20.5;28;50;A;08/10;NÃO;4.67;94.50;0.29;0.54;MAQUINARIO
17.86;253.19;0.72;0.8;270.45;2024-09-19;SAM 20.5;29;50;A;08/10;NÃO;6.55;92.89;0.26;0.29;MAQUINARIO
23.19;294.47;0.71;0.82;290.41;2024-09-19;SAM 20.5;30;50;A;08/10;NÃO;7.27;92.26;0.22;0.26;MAQUINARIO
15.56;266.77;0.86;1.42;291.86;2024-09-19;SAM 20.5;31;50;A;08/10;NÃO;5.47;93.73;0.30;0.50;MAQUINARIO
40.3;264.67;0.53;1.6;306.46;2024-09-19;SAM 20.5;32;50;A;08/10;NÃO;13.12;86.18;0.17;0.52;MAQUINARIO
27.72;269.82;1.58;2.01;300.37;2024-09-20;SAM 20.5;33;50;A;08/10;NÃO;9.21;89.60;0.52;0.67;MAQUINARIO
19.14;267.72;1.03;1.27;295.15;2024-09-20;SAM 20.5;34;50;A;08/10;NÃO;6.62;92.59;0.36;0.44;MAQUINARIO
20.09;233.13;0.86;0.85;277.2;2024-09-20;SAM 20.5;35;50;A;08/10;NÃO;7.88;91.45;0.34;0.33;MAQUINARIO
19.69;239.25;0.93;1.58;285.87;2024-09-20;SAM 20.5;36;50;A;08/10;NÃO;7.53;91.51;0.36;0.60;MAQUINARIO
28.49;246.86;0.56;1.44;303.7;2024-09-20;SAM 20.5;37;50;A;08/10;NÃO;10.27;89.01;0.20;0.52;MAQUINARIO
26.75;276.05;0.69;1.53;303.11;2024-09-20;SAM 20.5;38;50;A;08/10;NÃO;8.77;90.50;0.23;0.50;MAQUINARIO
25;288.29;0.54;1.34;306.77;2024-09-20;SAM 20.5;39;50;A;08/10;NÃO;7.93;91.47;0.17;0.43;MAQUINARIO
27.41;261.33;0.44;1.12;288.59;2024-09-20;SAM 20.5;40;50;A;08/10;NÃO;9.44;90.02;0.15;0.39;MAQUINARIO
19.35;282.36;0.41;1.12;301.54;2024-09-20;SAM 20.5;41;50;A;08/10;NÃO;6.38;93.11;0.14;0.37;MAQUINARIO
20.46;314.96;0.63;1.55;328.24;2024-09-23;SAM 20.5;42;50;A;08/10;NÃO;6.06;93.29;0.19;0.46;MAQUINARIO
29.1;300.89;0.64;1.67;303.56;2024-09-23;SAM 20.5;43;50;A;08/10;NÃO;8.76;90.55;0.19;0.50;MAQUINARIO
18.9;277.76;3.58;4.41;297.27;2024-09-23;SAM 20.5;44;50;A;08/10;NÃO;6.20;91.17;1.18;1.45;MAQUINARIO
8.36;91.08;0.3;0.26;319.15;2024-09-23;SAM 20.5;45;50;A;08/10;NÃO;8.56;91.08;0.30;0.26;MAQUINARIO
26.62;219.28;1.95;4.44;286.58;2024-09-23;SAM 20.5;46;50;A;08/10;NÃO;10.55;86.92;0.77;1.76;MAQUINARIO
27.92;246.02;1.54;2.87;304.81;2024-09-23;SAM 20.5;47;50;A;08/10;NÃO;10.03;88.39;0.55;1.03;MAQUINARIO
36.21;273.96;0.83;3.46;306.36;2024-09-23;SAM 20.5;48;50;A;08/10;NÃO;11.51;87.12;0.26;1.10;MAQUINARIO
22.65;281.36;0.99;1.44;312.89;2024-09-23;SAM 20.5;49;50;A;08/10;NÃO;7.39;91.82;0.32;0.47;MAQUINARIO
17.70;281.26;2.37;2.15;305;2024-12-16;SAM 21;390;48;A;BOX-10;NÃO;5.83;92.68;0.78;0.71;MAQUINARIO
28.36;277.59;1.37;2.71;316.54;2024-09-24;SAM 20.5;50;50;A;10;NÃO;9.50;89.54;0.44;0.87;MAQUINARIO
15.66;279.63;4.88;8.56;312.52;2024-09-24;SAM 20.5;51;50;A;10;NÃO;5.07;90.57;1.58;2.72;MAQUINARIO
6.16;387.66;8.29;1.32;391.94;2024-09-24;KCL 60;22;50;A;01;NÃO;1.53;96.09;2.05;0.33;MAQUINARIO
3.36;320.07;20.73;1.83;293.69;2024-09-24;KCL 60;23;42;A;01;NÃO;0.97;92.50;5.99;0.54;MAQUINARIO
4.23;384.74;9.3;1.03;351.31;2024-09-24;KCL 60;24;49;A;01;NÃO;1.06;96.35;2.33;0.26;MAQUINARIO
4.42;298.1;27.45;7.37;296.5;2024-09-24;KCL 60;25;47;A;01;NÃO;1.31;88.37;8.14;2.18;MAQUINARIO
3.56;391.8;40.25;13.25;509.48;2024-09-24;KCL 60;26;49;A;01;NÃO;0.79;87.29;8.97;2.95;MAQUINARIO
3.14;268.14;23.64;9.04;309.63;2024-09-24;KCL 60;27;49;A;01;NÃO;1.03;88.27;7.78;2.97;MAQUINARIO
2.35;302.73;25.36;6.69;343.27;2024-09-24;KCL 60;28;45;A;01;NÃO;0.69;89.80;7.52;2.60;MAQUINARIO
20.91;253.358;2.43;4.54;288.2;2024-09-25;SAM 20.5;52;50;A;10;NÃO;7.43;90.09;0.86;1.61;MAQUINARIO
18.77;241.39;2.44;4.68;267.64;2024-09-25;SAM 20.5;53;49;A;10;NÃO;7.02;90.31;0.91;1.75;MAQUINARIO
16.11;229.81;0.82;1.23;220.15;2024-09-25;SAM 20.5;54;49;A;10;NÃO;6.50;92.68;0.33;0.50;MAQUINARIO
1.77;245.73;29.2;6.96;286.2;2024-09-24;KCL 60;30;37;A;01;NÃO;0.62;86.63;10.29;2.45;MAQUINARIO
31.55;295.4;0.89;1.15;292.85;2024-09-25;SAM 20.5;55;50;A;10;NÃO;9.59;89.81;0.25;0.35;MAQUINARIO
32.05;297.2;1.02;1.36;323.86;2024-09-25;SAM 20.5;56;49;A;10;NÃO;10.15;92.21;0.35;0.42;MAQUINARIO
19.53;295.12;2.83;4.5;314.63;2024-09-25;SAM 20.5;57;50;A;10;NÃO;6.07;91.66;0.88;1.40;MAQUINARIO
26.74;305.81;2.36;2.5;344.14;2024-09-26;SAM 20.5;58;50;A;10;NÃO;7.93;90.63;0.70;0.74;MAQUINARIO
17.26;279.66;3.17;5.18;277.35;2024-09-26;SAM 20.5;59;50;A;10;NÃO;5.56;91.61;1.04;1.70;MAQUINARIO
28.82;257.37;0.37;1.28;286.19;2024-09-26;SAM 20.5;60;50;A;10;NÃO;10.01;89.41;0.13;0.44;MAQUINARIO
32.18;239.71;0.65;1.36;306.93;2024-09-26;SAM 20.5;61;50;A;10;NÃO;11.75;87.52;0.24;0.50;MAQUINARIO
30.75;317.89;1.01;1.04;321.88;2024-09-26;SAM 20.5;62;50;A;10;NÃO;8.77;90.65;0.29;0.30;MAQUINARIO
30.03;271.65;0.36;1.16;308.27;2024-09-26;SAM 20.5;63;50;A;10;NÃO;9.90;89.59;0.12;0.38;MAQUINARIO
30.64;279.52;0.36;1.34;308.88;2024-09-26;SAM 20.5;64;50;A;10;NÃO;9.82;89.63;0.12;0.43;MAQUINARIO
47.09;257.98;0.63;1.59;306.82;2024-09-27;SAM 20.5;65;50;A;10;NÃO;15.32;83.95;0.21;0.52;MAQUINARIO
48.37;256.17;0.32;1.16;304.33;2024-09-27;SAM 20.5;66;50;A;10;NÃO;15.81;83.71;0.10;0.38;MAQUINARIO
28.61;203.61;0.65;1.47;295.15;2024-09-27;SAM 20.5;67;50;A;10;NÃO;12.21;86.89;0.28;0.63;MAQUINARIO
35.32;273.17;0.26;1.03;308.97;2024-09-27;SAM 20.5;68;50;A;10;NÃO;11.40;88.18;0.08;0.33;MAQUINARIO
35.57;297.48;0.37;1.09;307.49;2024-09-27;SAM 20.5;69;50;A;10;NÃO;11.16;88.40;0.11;0.32;MAQUINARIO
28.61;202.25;0.55;1.45;292.87;2024-09-27;SAM 20.5;70;50;A;10;NÃO;11.14;87.54;0.09;0.29;MAQUINARIO
44.09;256.67;0.53;1.17;302.63;2024-09-27;SAM 20.5;71;50;A;10;NÃO;14.58;84.86;0.18;0.39;MAQUINARIO
51.2;252.97;0.78;1.29;308.04;2024-09-27;SAM 20.5;72;50;A;10;NÃO;16.72;82.61;0.25;0.42;MAQUINARIO
44.95;231.21;2.12;4.89;281.16;2024-10-01;SAM 20.5;73;50;A;08;NÃO;15.87;81.65;0.75;1.73;MAQUINARIO
80.5;277.22;1.57;3.5;363.47;2024-10-01;SAM 20.5;74;50;A;08;NÃO;22.19;76.41;0.43;0.96;MAQUINARIO
62.3;236.14;0.54;0.73;300.88;2024-10-01;SAM 20.5;75;50;A;08;NÃO;20.79;78.79;0.18;0.24;MAQUINARIO
36.86;298.32;0.83;1.28;330.52;2024-10-01;SAM 20.5;76;50;A;08;NÃO;11.23;88.13;0.25;0.39;MAQUINARIO
46.57;250.05;0.89;0.97;298.99;2024-10-01;SAM 20.5;77;50;A;08;NÃO;15.60;85.77;0.30;0.32;MAQUINARIO
7.02;293.47;3.2;1.78;307.42;2024-10-01;KCL 60;43;36;A;02;NÃO;2.30;96.07;1.05;0.58;MAQUINARIO
7.26;293.21;2.67;1.41;301.9;2024-10-01;KCL 60;44;22;A;02;NÃO;2.38;96.28;0.88;0.46;MAQUINARIO
4.15;334.94;20.41;3.69;369.33;2024-10-01;KCL 60;45;50;A;02;NÃO;1.14;92.22;5.62;1.02;MAQUINARIO
1.76;283.43;30.29;9.74;325.02;2024-10-01;KCL 60;46;33.320;A;02;NÃO;0.54;87.15;9.31;2.99;MAQUINARIO
5.38;272.34;10.65;0.93;292.7;2024-10-01;KCL 60;47;49;A;02;NÃO;1.86;94.14;3.68;0.32;MAQUINARIO
4.71;280.63;15.13;4.51;308.15;2024-10-01;KCL 60;48;49;A;02;NÃO;1.54;92.02;4.96;1.48;MAQUINARIO
2.64;305.77;30.96;8.71;349.15;2024-10-01;KCL 60;49;49;A;02;NÃO;0.76;87.84;8.89;2.50;MAQUINARIO
5.71;318.51;20.33;3.04;350.84;2024-10-01;KCL 60;50;49;A;02;NÃO;1.64;91.63;5.85;0.87;MAQUINARIO
4.8;363.78;12.42;3.2;386.4;2024-10-02;KCL 60;51;26.140;A;02;NÃO;1.25;94.69;3.23;0.83;MAQUINARIO
4.35;317.54;10.71;1.54;335.28;2024-10-02;KCL 60;52;50;A;02;NÃO;1.30;95.03;3.21;0.46;MAQUINARIO
42.44;282.02;0.94;0.85;329.3;2024-10-02;SAM 20.5;78;50;A;08;NÃO;17.01;86.44;0.29;0.26;MAQUINARIO
8.9;328.43;2.47;1.02;334.04;2024-10-24;UREIA;108;49;A;04;NÃO;2.61;96.36;0.72;0.30;MAQUINARIO
22.14;289.49;7.22;0.1;316.46;2024-11-20;UREIA;44;45;A;BOX-09;NÃO;6.94;90.76;2.26;0.03;MAQUINARIO
18.68;291.3;14.14;0.05;312.22;2024-11-20;UREIA;45;46;A;BOX-09;NÃO;5.76;89.60;4.45;0.02;MAQUINARIO
31.64;303.3;4.52;0.17;337.69;2024-11-20;UREIA;46;46;A;BOX-09;NÃO;9.32;89.30;1.33;0.05;MAQUINARIO
28.86;301.08;4.14;0.02;331.68;2024-11-20;UREIA;47;46;A;BOX-09;NÃO;8.64;90.13;1.24;0.01;MAQUINARIO
4.58;321.27;14.87;1.08;335.64;2024-11-21;UREIA;14;50;B;BOX-02;NÃO;1.34;93.99;4.35;0.32;MAQUINARIO
10.31;320.04;11.45;1.24;335.18;2024-11-21;UREIA;15;50;B;BOX-02;NÃO;3.01;93.30;3.34;0.36;MAQUINARIO
3.32;322.52;15.14;1.48;334.51;2024-11-21;UREIA;16;50;B;BOX-02;NÃO;0.97;94.18;4.42;0.43;MAQUINARIO
2.93;325.77;12.06;1.22;334.71;2024-11-21;UREIA;17;50;B;BOX-02;NÃO;0.86;95.26;3.53;0.56;MAQUINARIO
30.48;304.42;5.56;1.09;335.15;2024-11-22;UREIA;3;37;B;BOX-09;NÃO;8.92;89.13;1.63;0.32;MAQUINARIO
39.64;296.99;4.06;0.93;334.9;2024-11-22;UREIA;4;37;B;BOX-09;NÃO;11.60;86.94;1.19;0.27;MAQUINARIO
34.54;288.45;3.94;0.4;322.84;2024-11-23;UREIA;68;47;A;BOX-09;NÃO;10.55;88.12;1.20;0.12;MAQUINARIO
2.41;278;6.28;0.09;282.39;2024-11-23;UREIA;69;48;A;BOX-09;NÃO;0.84;97.00;2.19;3.00;MAQUINARIO
2.2;332.7;4.48;0.32;335.03;2024-11-23;UREIA;70;47;B;BOX-09;NÃO;0.65;97.77;1.32;0.27;MAQUINARIO
12.51;321.52;5.57;0.99;335.2;2024-11-23;UREIA;6;49;B;BOX-09;NÃO;3.67;94.40;1.64;0.29;MAQUINARIO
14.66;320.87;4.62;1.08;335.35;2024-11-23;UREIA;7;48;B;BOX-09;NÃO;4.30;94.03;1.35;0.32;MAQUINARIO
9.92;323.02;7.03;1.26;335.48;2024-11-23;UREIA;8;38;B;BOX-09;NÃO;2.91;94.66;2.06;0.37;MAQUINARIO
17.17;316.64;6.89;1.08;335.15;2024-11-23;UREIA;71;46;B;BOX-09;NÃO;5.02;92.64;2.02;0.32;MAQUINARIO
24.97;309.46;6.57;0.95;335.36;2024-11-23;UREIA;72;48;B;BOX-09;NÃO;7.30;90.50;1.92;0.28;MAQUINARIO
17.93;323.52;6.69;0.96;342.68;2024-11-23;UREIA;9;37;B;BOX-09;NÃO;5.14;92.67;1.92;0.27;MAQUINARIO
15.13;304;14.43;0.21;326.62;2024-11-25;UREIA;10;37;A;BOX-09;NÃO;4.53;91.08;4.32;0.06;MAQUINARIO
11.77;301.26;20.68;5.18;332.42;2024-11-25;UREIA;79;49;A;BOX-09;NÃO;3.47;88.90;6.10;1.53;MAQUINARIO
2.11;387.3;84.24;11.35;485.76;2024-10-04;NP-12.46;1;35;A;01;NÃO;0.44;79.86;17.37;2.34;MAQUINARIO
20.16;289.43;15.22;1.39;319.61;2024-11-25;UREIA;80;49;A;BOX-09;NÃO;6.18;88.73;4.67;0.43;MAQUINARIO
18.98;282.18;19.71;2.95;317.72;2024-11-25;UREIA;11;50;A;BOX-09;NÃO;586.00;87.14;6.09;0.91;MAQUINARIO
14.04;311.31;4.52;0.04;324.29;2024-11-25;UREIA;81;31;A;BOX-09;NÃO;4.26;94.36;1.37;0.01;MAQUINARIO
95.6;228.03;3.69;0.07;321.63;2024-11-25;UREIA;82;37;A;BOX-09;NÃO;29.20;69.55;1.13;0.02;MAQUINARIO
7.59;322.06;9.76;1.24;335.28;2024-11-26;UREIA;28;49;B;AZ-05;NÃO;2.23;94.54;2.87;0.36;MAQUINARIO
42.6;294.13;3.25;0.88;335.14;2024-11-27;UREIA;106;31;B;BOX-09;NÃO;42.60;86.29;0.95;0.26;MAQUINARIO
41.59;291.14;3.32;0.87;335.27;2024-11-27;UREIA;107;37;B;BOX-09;NÃO;12.34;86.41;0.99;0.26;MAQUINARIO
40.95;296.65;2.78;0.87;335.54;2024-11-27;UREIA;14;31;B;BOX-09;NÃO;12.00;86.93;0.81;0.25;MAQUINARIO
6.25;310.02;21.78;1.45;335.01;2024-12-06;UREIA;62;48;A;AZ-05;NÃO;1.56;41.88;3.01;0.23;MAQUINARIO
435;311.25;22.05;1.55;336.55;2024-12-06;UREIA;63;48;A;AZ-05;NÃO;1.85;42.05;3.21;0.25;MAQUINARIO
6.82;295.65;18.6;1.34;325.72;2024-12-06;UREIA;64;49;A;AZ-05;NÃO;1.75;40.55;2.55;0.18;MAQUINARIO
6.5;290.21;17.65;1.25;315.89;2024-12-06;UREIA;175;50;A;BOX-09;NÃO;1.66;40.01;2.35;0.15;MAQUINARIO
6.25;365.21;4.15;1.25;302.42;2024-12-06;UREIA;176;50;A;BOX-09;NÃO;1.58;39.28;2.15;0.14;MAQUINARIO
7.44;287.67;43.82;2.42;344.32;2024-10-08;SSP-23;1;47;A;01;NÃO;2.18;84.27;12.84;0.71;MAQUINARIO
7.05;243.36;70.14;4.44;325.3;2024-10-09;SSP-23;2;47;A;01;NÃO;2.17;74.88;21.58;1.37;MAQUINARIO
6.56;295.69;1.17;1.35;299;2024-10-17;UREIA;79;48;A;04;NÃO;2.15;97.02;0.38;0.44;MAQUINARIO
5.14;298.66;1.09;1.16;300.38;2024-10-17;UREIA;80;49;A;04;NÃO;1.68;97.59;0.36;0.38;MAQUINARIO
4.24;294.63;2.3;1.17;298.98;2024-10-17;UREIA;81;49;A;04;NÃO;1.40;97.45;0.76;0.39;MAQUINARIO
5.48;368.07;1.52;1.24;370.75;2024-10-17;UREIA;82;49;A;04;NÃO;1.46;97.81;0.40;0.33;MAQUINARIO
6.48;327.27;1.21;1.13;329.08;2024-10-17;UREIA;83;49;A;04;NÃO;1.93;97.38;0.36;0.34;MAQUINARIO
4.83;304.58;1.86;1.06;305.62;2024-10-17;UREIA;84;49;A;04;NÃO;1.55;97.52;0.60;0.34;MAQUINARIO
56.2;270.9;0.46;1.2;327.36;2024-10-10;SAM 20.5;15;50;A;09;NÃO;17.09;82.40;0.14;0.37;MAQUINARIO
36.46;298.78;0.39;1.14;336.06;2024-10-10;SAM 20.5;16;50;A;09;NÃO;10.83;88.72;0.12;0.34;MAQUINARIO
39.06;293.2;0.99;1.22;334.22;2024-10-10;SAM 20.5;17;37;A;09;NÃO;11.68;87.66;0.30;0.36;MAQUINARIO
30.85;302.75;0.8;1.6;335.43;2024-10-10;SAM 20.5;18;37;A;09;NÃO;9.18;90.10;0.24;0.48;MAQUINARIO
11.76;246.32;38.62;2.44;299.78;2024-10-10;SSP-23;3;47;A;05;NÃO;3.93;82.34;12.91;0.82;MAQUINARIO
43.08;290.93;0.4;1.17;335.04;2024-10-11;SAM 20.5;19;37;A;09;NÃO;12.84;86.69;0.12;0.35;MAQUINARIO
51.85;310.1;0.69;1.55;363.44;2024-10-11;SAM 20.5;20;50;A;09;NÃO;14.24;85.15;0.19;0.43;MAQUINARIO
31.18;262.57;0.63;1.26;294.7;2024-10-11;SAM 20.5;21;50;A;09;NÃO;10.55;88.81;0.21;0.43;MAQUINARIO
7.81;334.27;1.03;1.15;335.16;2024-10-18;UREIA;85;49;A;04;NÃO;2.27;97.10;0.30;0.33;MAQUINARIO
0.28;320.23;4.36;1.14;321.09;2024-12-06;UREIA;65;49;A;AZ-05;NÃO;0.09;98.23;1.34;0.35;MAQUINARIO
6.45;368.15;4.35;1.35;307.39;2024-12-06;UREIA;177;34;A;BOX-09;NÃO;1.60;39.45;2.45;0.26;MAQUINARIO
6.35;367.98;4.15;1.12;302.46;2024-12-06;UREIA;178;37;A;BOX-09;NÃO;1.54;39.15;2.25;0.25;MAQUINARIO
4.35;320.97;4.43;2.73;335.32;2024-12-14;UREIA;383;50;B;BOX-09;NÃO;1.31;96.54;1.33;0.82;MAQUINARIO
5.44;319.96;3.52;3.05;334.73;2024-12-14;UREIA;384;48;B;BOX-09;NÃO;1.61;96.41;1.06;0.92;MAQUINARIO
6.36;319.67;2.53;2.58;335.33;2024-12-14;UREIA;385;48;B;BOX-09;NÃO;1.92;96.51;0.76;0.81;MAQUINARIO
1.84;216.97;65.6;5.73;288.99;2024-10-15;NP-12.46;3;33.340;A;05;NÃO;0.63;74.78;22.61;1.98;MAQUINARIO
10.23;265.35;32.96;1.08;311.01;2024-10-15;SSP-23;4;46.210;A;03;NÃO;3.30;85.70;10.65;0.35;MAQUINARIO
14.09;326.06;41.23;5.87;386.21;2024-10-15;SSP-23;5;46.560;A;03;NÃO;3.64;84.20;10.65;1.52;MAQUINARIO
15.35;328.05;43.05;6.9;363.01;2024-10-15;SSP-23;6;32.920;A;03;NÃO;4.21;86.21;11.35;2.02;MAQUINARIO
5.5;323.2;5.29;1.08;334.6;2024-12-14;UREIA;118;49;B;BOX-09;NÃO;1.64;96.46;1.58;0.32;MAQUINARIO
3.54;322.17;4.31;1.09;335.64;2024-12-14;UREIA;119;48;B;BOX-09;NÃO;1.66;96.72;1.29;0.33;MAQUINARIO
7.42;271.57;15.31;9.71;298.5;2024-10-16;KCL 60;125;25;A;AZ-2;NÃO;2.44;89.33;5.04;2.55;MAQUINARIO
36.00;293.32;4.17;0.93;335.16;2024-12-28;UREIA;192;50;B;BOX-02;NÃO;10.76;87.21;1.25;0.28;MAQUINARIO
10.82;319.35;4.95;1.19;335.20;2024-12-28;UREIA;193;48;B;BOX-02;NÃO;3.22;94.96;1.47;0.35;MAQUINARIO
5.69;324.63;11.27;1.21;346.02;2024-10-08;MAP-12-52;95;50;A;03;NÃO;1.66;94.70;3.29;0.35;MAQUINARIO
9.15;321.86;8.39;4.33;346.81;2024-10-08;MAP-12-52;96;50;A;03;NÃO;2.66;93.64;2.44;1.26;MAQUINARIO
10.08;311.45;6.78;2.59;333.82;2024-10-08;MAP-12-52;97;50;A;03;NÃO;3.05;94.12;2.05;0.78;MAQUINARIO
18.64;319.93;2;1.24;334.86;2024-10-17;MAP-12-52;127;37;A;AZ7-A;NÃO;5.45;93.60;0.59;0.36;MAQUINARIO
9.41;324.17;0.67;1.22;334.55;2024-10-11;SAM 21;104;50;A;10;NÃO;2.81;96.63;0.20;0.36;MAQUINARIO
8.06;324.45;0.94;1.46;334.18;2024-10-11;SAM 21;105;50;A;10;NÃO;2.41;96.88;0.28;0.44;MAQUINARIO
6.88;295.69;2.84;2.03;307.7;2024-10-11;SAM 21;106;50;A;10;NÃO;2.24;96.18;0.92;0.66;MAQUINARIO
10.09;350.54;0.88;1.29;362.12;2024-10-11;SAM 21;107;50;A;10;NÃO;2.78;96.62;0.24;0.35;MAQUINARIO
5.23;293.19;1.26;1.42;300.38;2024-10-11;SAM 21;108;50;A;10;NÃO;1.74;93.37;0.42;0.47;MAQUINARIO
9.35;292.05;2.08;2.6;306.31;2024-10-11;SAM 21;109;50;A;10;NÃO;3.05;95.42;0.68;0.85;MAQUINARIO
8.27;338.97;2.53;1.1;342.47;2024-10-21;UREIA;86;49;A;05;NÃO;2.36;96.61;0.72;0.31;MAQUINARIO
9.62;358.09;2.5;1.11;363.71;2024-10-21;UREIA;87;49;A;05;NÃO;2.59;96.44;0.67;0.30;MAQUINARIO
8.29;323.82;2.5;1.08;328.14;2024-10-21;UREIA;88;49;A;05;NÃO;2.47;96.46;0.74;0.32;MAQUINARIO
6.52;331.39;3.73;1.18;335.44;2024-10-21;UREIA;89;37;A;05;NÃO;1.90;96.67;1.09;0.34;MAQUINARIO
8.16;331.02;2.39;0.98;338.2;2024-10-21;UREIA;90;37;A;05;NÃO;2.38;96.63;0.70;0.29;MAQUINARIO
4.45;277.25;5.45;1.57;284.45;2024-10-22;UREIA;91;37;A;04;NÃO;1.54;96.03;1.89;0.54;MAQUINARIO
6.78;280.51;5.8;1.2;291.01;2024-10-22;UREIA;92;32;A;04;NÃO;2.30;95.32;1.97;0.41;MAQUINARIO
4.57;311.41;3.56;1.13;318.72;2024-10-22;UREIA;93;49;A;04;NÃO;1.39;97.26;1.05;0.29;MAQUINARIO
76.51;261.33;1.35;1.24;334.95;2024-10-21;SAM 20.5;22;38;A;09;NÃO;22.47;76.76;0.40;0.36;MAQUINARIO
66.8;236.03;1.39;1.32;299.58;2024-10-21;SAM 20.5;23;50;A;09;NÃO;21.86;72.25;0.45;0.43;MAQUINARIO
60.1;254.66;1.46;1.11;334.74;2024-10-21;SAM 20.5;24;37;A;09;NÃO;18.94;80.25;0.46;0.35;MAQUINARIO
92.19;246.33;1.68;1.2;334.83;2024-10-21;SAM 20.5;25;38;A;09;NÃO;27.00;75.15;0.49;0.35;MAQUINARIO
91.45;247.27;1.57;1.16;334.52;2024-10-21;SAM 20.5;26;38;A;09;NÃO;26.78;72.42;0.46;0.34;MAQUINARIO
4.47;277.29;5.47;1.69;284.82;2024-10-22;UREIA;94;49;A;04;NÃO;1.55;95.97;1.89;0.58;MAQUINARIO
87.68;286.26;4.03;2.31;376.23;2024-10-22;SAM 20.5;27;37;A;09;NÃO;23.06;75.28;1.06;0.61;MAQUINARIO
80.69;291.23;1.58;1.12;369.58;2024-10-22;SAM 20.5;28;37;A;09;NÃO;21.54;77.74;0.42;0.30;MAQUINARIO
103.16;243.3;2.11;1.2;335.28;2024-10-22;SAM 20.5;29;50;A;09;NÃO;30.27;68.76;0.62;0.35;MAQUINARIO
93.89;253.08;2.05;1.49;343.97;2024-10-22;SAM 20.5;30;37;A;09;NÃO;29.79;72.20;0.58;0.43;MAQUINARIO
28.79;268.56;2.08;1.1;297.42;2024-10-22;SAM 20.5;31;37;A;09;NÃO;9.58;89.36;0.69;0.37;MAQUINARIO
4.86;277.32;5.69;1.76;304.18;2024-10-22;UREIA;95;49;A;04;NÃO;1.68;95.75;1.96;0.61;MAQUINARIO
7.04;348.94;9.07;1.76;362.4;2024-10-22;UREIA;96;49;A;09;NÃO;1.92;95.13;2.47;0.48;MAQUINARIO
6.47;323.59;8.55;1.35;335.73;2024-10-22;UREIA;97;37;A;09;NÃO;1.90;95.18;2.52;0.40;MAQUINARIO
9.82;300.1;4.42;1.56;306.6;2024-10-22;UREIA;98;49;A;09;NÃO;1.87;96.22;1.42;0.50;MAQUINARIO
5.42;327.74;5.56;0.93;334.59;2024-10-22;UREIA;99;50;A;09;NÃO;1.60;96.49;1.64;0.27;MAQUINARIO
7.26;331.35;3.43;1.27;335.47;2024-10-23;UREIA;100;49;A;05;NÃO;2.11;96.52;1.00;0.37;MAQUINARIO
0.35;329.6;2.7;1.03;336;2024-10-23;UREIA;101;49;A;05;NÃO;0.10;98.78;0.81;0.31;MAQUINARIO
47.15;292.92;2.24;1.24;335.74;2024-10-23;SAM 20.5;32;50;A;09;NÃO;13.72;85.26;0.65;0.36;MAQUINARIO
61.6;278.54;2.14;1.22;335.69;2024-10-23;SAM 20.5;33;50;A;09;NÃO;17.93;81.09;0.62;0.36;MAQUINARIO
91.18;248.39;2.05;1.16;334.98;2024-10-23;SAM 20.5;34;40;A;09;NÃO;26.60;72.46;0.60;0.34;MAQUINARIO
107.02;231.62;2.47;1.3;334.59;2024-10-23;SAM 20.5;35;50;A;09;NÃO;31.25;67.64;0.72;0.38;MAQUINARIO
